scenario,STRATEGIC_CITY_NAME,service_date,assignment_unit_id,job_count,unique_stop_count,distance_km,duration_min,region_id
current,"Las Vegas, NV",2026-02-05,SMANUKYAN,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-06,AI102562,4,3,25.253,30.3,
current,"Las Vegas, NV",2026-02-06,AI103887,2,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-06,ANDRZEJM,2,2,16.949,20.34,
current,"Las Vegas, NV",2026-02-06,ANTONT,2,2,9.593,11.51,
current,"Las Vegas, NV",2026-02-06,CMAZURKIEWICZ,2,2,5.275,6.33,
current,"Las Vegas, NV",2026-02-06,SATOYAN,4,4,36.079,43.3,
current,"Las Vegas, NV",2026-02-07,GKIROV,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-07,SATOYAN,7,6,78.82,94.58,
current,"Las Vegas, NV",2026-02-09,AI102947,4,4,42.433,50.92,
current,"Las Vegas, NV",2026-02-09,AI103237,7,7,50.596,60.72,
current,"Las Vegas, NV",2026-02-09,AI103369,3,3,10.0,12.0,
current,"Las Vegas, NV",2026-02-09,AI103887,3,3,37.527,45.03,
current,"Las Vegas, NV",2026-02-09,ANDRZEJM,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-09,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-09,CMAZURKIEWICZ,2,2,6.488,7.79,
current,"Las Vegas, NV",2026-02-09,GKIROV,2,2,17.381,20.86,
current,"Las Vegas, NV",2026-02-09,SATOYAN,6,6,44.188,53.03,
current,"Las Vegas, NV",2026-02-10,AI102562,2,2,13.269,15.92,
current,"Las Vegas, NV",2026-02-10,AI102947,4,3,37.946,45.54,
current,"Las Vegas, NV",2026-02-10,AI103237,2,2,11.902,14.28,
current,"Las Vegas, NV",2026-02-10,AI103887,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-10,ANDRZEJM,2,2,3.262,3.91,
current,"Las Vegas, NV",2026-02-10,ANTONT,2,2,24.818,29.78,
current,"Las Vegas, NV",2026-02-10,GKIROV,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-10,SATOYAN,8,7,67.309,80.77,
current,"Las Vegas, NV",2026-02-11,AI102947,2,2,12.276,14.73,
current,"Las Vegas, NV",2026-02-11,AI103237,7,7,43.859,52.63,
current,"Las Vegas, NV",2026-02-11,AI103887,3,3,20.022,24.03,
current,"Las Vegas, NV",2026-02-11,ANDRZEJM,3,3,35.546,42.66,
current,"Las Vegas, NV",2026-02-11,CMAZURKIEWICZ,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-11,SATOYAN,8,8,86.406,103.69,
current,"Las Vegas, NV",2026-02-12,AI102947,2,2,33.436,40.12,
current,"Las Vegas, NV",2026-02-12,AI103237,3,3,18.331,22.0,
current,"Las Vegas, NV",2026-02-12,AI103369,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-12,AI103887,3,3,10.691,12.83,
current,"Las Vegas, NV",2026-02-12,ANDRZEJM,2,2,12.739,15.29,
current,"Las Vegas, NV",2026-02-12,ANTONT,3,3,24.31,29.17,
current,"Las Vegas, NV",2026-02-12,CMAZURKIEWICZ,2,2,4.408,5.29,
current,"Las Vegas, NV",2026-02-12,GKIROV,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-12,SAMEDAYSERVICES,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-12,SATOYAN,3,3,27.407,32.89,
current,"Las Vegas, NV",2026-02-13,43032200,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-13,AI102562,4,4,19.11,22.93,
current,"Las Vegas, NV",2026-02-13,AI102947,3,3,25.549,30.66,
current,"Las Vegas, NV",2026-02-13,AI103237,4,4,44.522,53.43,
current,"Las Vegas, NV",2026-02-13,AI103369,5,5,39.121,46.95,
current,"Las Vegas, NV",2026-02-13,AI103887,4,4,48.035,57.64,
current,"Las Vegas, NV",2026-02-13,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-13,CMAZURKIEWICZ,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-13,GKIROV,2,2,30.645,36.77,
current,"Las Vegas, NV",2026-02-13,SATOYAN,3,3,31.167,37.4,
current,"Las Vegas, NV",2026-02-14,AI102562,3,3,13.523,16.23,
current,"Las Vegas, NV",2026-02-14,ANDRZEJM,3,3,34.085,40.9,
current,"Las Vegas, NV",2026-02-14,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-14,SATOYAN,3,3,29.392,35.27,
current,"Las Vegas, NV",2026-02-15,ANDRZEJM,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-16,ANDRZEJM,4,4,48.885,58.66,
current,"Las Vegas, NV",2026-02-16,ANTONT,2,2,35.193,42.23,
current,"Las Vegas, NV",2026-02-16,GKIROV,3,3,47.016,56.42,
current,"Las Vegas, NV",2026-02-16,SATOYAN,2,2,16.434,19.72,
current,"Las Vegas, NV",2026-02-17,43032200,2,2,26.004,31.2,
current,"Las Vegas, NV",2026-02-17,AI102562,6,5,22.202,26.64,
current,"Las Vegas, NV",2026-02-17,AI102947,4,4,20.356,24.43,
current,"Las Vegas, NV",2026-02-17,AI103237,3,3,23.352,28.02,
current,"Las Vegas, NV",2026-02-17,ANDRZEJM,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-17,GKIROV,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-18,43032200,2,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-18,AI102562,7,7,24.052,28.86,
current,"Las Vegas, NV",2026-02-18,AI102947,6,6,34.473,41.37,
current,"Las Vegas, NV",2026-02-18,AI103237,6,5,19.111,22.93,
current,"Las Vegas, NV",2026-02-18,ANDRZEJM,4,4,50.527,60.63,
current,"Las Vegas, NV",2026-02-18,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-18,CMAZURKIEWICZ,3,3,29.0,34.8,
current,"Las Vegas, NV",2026-02-19,AI102947,6,6,26.808,32.17,
current,"Las Vegas, NV",2026-02-19,AI103237,6,6,47.107,56.53,
current,"Las Vegas, NV",2026-02-19,ANDRZEJM,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-19,ANTONT,3,3,23.639,28.37,
current,"Las Vegas, NV",2026-02-19,CMAZURKIEWICZ,2,2,19.488,23.39,
current,"Las Vegas, NV",2026-02-19,GKIROV,3,3,49.616,59.54,
current,"Las Vegas, NV",2026-02-20,43032200,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-20,AI102562,4,3,46.142,55.37,
current,"Las Vegas, NV",2026-02-20,AI102947,2,2,8.355,10.03,
current,"Las Vegas, NV",2026-02-20,AI103237,5,4,20.949,25.14,
current,"Las Vegas, NV",2026-02-20,ANDRZEJM,4,4,51.696,62.04,
current,"Las Vegas, NV",2026-02-20,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-20,GKIROV,3,3,52.663,63.2,
current,"Las Vegas, NV",2026-02-20,SATOYAN,3,3,25.355,30.43,
current,"Las Vegas, NV",2026-02-21,43032200,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-21,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-21,CMAZURKIEWICZ,3,3,16.62,19.94,
current,"Las Vegas, NV",2026-02-21,SATOYAN,3,3,52.311,62.77,
current,"Las Vegas, NV",2026-02-22,SATOYAN,2,2,40.681,48.82,
current,"Las Vegas, NV",2026-02-23,AI102562,5,5,19.772,23.73,
current,"Las Vegas, NV",2026-02-23,AI102947,4,4,53.891,64.67,
current,"Las Vegas, NV",2026-02-23,AI103237,7,7,36.158,43.39,
current,"Las Vegas, NV",2026-02-23,AI103369,4,4,33.802,40.56,
current,"Las Vegas, NV",2026-02-23,ANDRZEJM,3,3,16.371,19.65,
current,"Las Vegas, NV",2026-02-23,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-23,CMAZURKIEWICZ,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-24,AI102562,7,6,32.842,39.41,
current,"Las Vegas, NV",2026-02-24,AI102947,7,6,26.917,32.3,
current,"Las Vegas, NV",2026-02-24,AI103237,4,4,16.921,20.3,
current,"Las Vegas, NV",2026-02-24,AI103887,4,4,37.11,44.53,
current,"Las Vegas, NV",2026-02-24,ANDRZEJM,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-24,GKIROV,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-24,SATOYAN,2,2,16.79,20.15,
current,"Las Vegas, NV",2026-02-25,AI102562,3,3,13.038,15.65,
current,"Las Vegas, NV",2026-02-25,AI102947,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-25,AI103237,4,4,22.301,26.76,
current,"Las Vegas, NV",2026-02-25,AI103369,4,4,23.403,28.08,
current,"Las Vegas, NV",2026-02-25,AI103887,5,5,33.126,39.75,
current,"Las Vegas, NV",2026-02-25,ANDRZEJM,2,2,20.095,24.11,
current,"Las Vegas, NV",2026-02-25,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-26,AI103237,2,2,21.348,25.62,
current,"Las Vegas, NV",2026-02-26,AI103369,4,4,30.983,37.18,
current,"Las Vegas, NV",2026-02-26,AI103887,4,4,30.637,36.76,
current,"Las Vegas, NV",2026-02-26,ANTONT,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-26,GKIROV,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-27,AI102562,5,4,8.379,10.06,
current,"Las Vegas, NV",2026-02-27,AI102947,3,3,27.383,32.86,
current,"Las Vegas, NV",2026-02-27,AI103237,4,4,18.38,22.06,
current,"Las Vegas, NV",2026-02-27,AI103369,5,4,18.303,21.96,
current,"Las Vegas, NV",2026-02-27,AI103887,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-27,CMAZURKIEWICZ,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-28,43032200,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-28,ANDRZEJM,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-02-28,SATOYAN,3,3,32.979,39.57,
current,"Las Vegas, NV",2026-03-02,AI102562,3,3,29.263,35.12,
current,"Las Vegas, NV",2026-03-02,AI102947,3,3,8.659,10.39,
current,"Las Vegas, NV",2026-03-02,AI103369,5,5,33.678,40.41,
current,"Las Vegas, NV",2026-03-02,AI103887,2,2,11.032,13.24,
current,"Las Vegas, NV",2026-03-03,AI102947,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-03-03,AI103237,3,3,16.573,19.89,
current,"Las Vegas, NV",2026-03-04,AI103887,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-03-06,AI102947,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-03-06,AI103887,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-03-11,AI102562,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-03-11,AI103887,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-03-12,AI103369,1,1,0.0,0.0,
current,"Las Vegas, NV",2026-03-16,AI103887,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-01,SVAHANYAN,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-02,AI005486,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-02,AI102123,2,2,2.079,2.49,
current,"Los Angeles, CA",2026-01-02,AI102841,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-02,AI103452,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-02,AI103583,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-02,AI104034,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-02,AI105047,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-02,ARAKA07013967,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-02,LMANUKYAN,2,2,21.37,25.64,
current,"Los Angeles, CA",2026-01-02,SVAHANYAN,3,3,27.929,33.52,
current,"Los Angeles, CA",2026-01-02,VAARO,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-03,ANOVRUZYAN,3,3,27.428,32.91,
current,"Los Angeles, CA",2026-01-03,GASPARYANA,5,5,27.621,33.15,
current,"Los Angeles, CA",2026-01-03,KHACHATRYANK,4,4,19.5,23.4,
current,"Los Angeles, CA",2026-01-03,LMANUKYAN,2,2,17.748,21.3,
current,"Los Angeles, CA",2026-01-03,SVAHANYAN,3,3,16.187,19.42,
current,"Los Angeles, CA",2026-01-03,VAARO,4,4,40.17,48.2,
current,"Los Angeles, CA",2026-01-04,ARAKA07013967,2,2,34.982,41.98,
current,"Los Angeles, CA",2026-01-04,GASPARYANA,5,5,29.824,35.79,
current,"Los Angeles, CA",2026-01-05,43032200,2,2,4.524,5.43,
current,"Los Angeles, CA",2026-01-05,AATOYAN,4,3,17.343,20.81,
current,"Los Angeles, CA",2026-01-05,AI102123,3,3,16.942,20.33,
current,"Los Angeles, CA",2026-01-05,AI102299,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,AI102692,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,AI102701,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,AI103104,2,2,6.05,7.26,
current,"Los Angeles, CA",2026-01-05,AI103347,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,AI103364,5,5,36.172,43.41,
current,"Los Angeles, CA",2026-01-05,AI103377,2,2,7.675,9.21,
current,"Los Angeles, CA",2026-01-05,AI103410,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,AI103452,2,2,8.37,10.04,
current,"Los Angeles, CA",2026-01-05,AI103568,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,AI103642,3,3,21.705,26.05,
current,"Los Angeles, CA",2026-01-05,AI103741,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,AI104034,2,2,3.969,4.76,
current,"Los Angeles, CA",2026-01-05,AI104062,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,AI105028,2,2,5.243,6.29,
current,"Los Angeles, CA",2026-01-05,AI105047,4,4,16.459,19.75,
current,"Los Angeles, CA",2026-01-05,AI105051,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,ANOVRUZYAN,2,2,15.292,18.35,
current,"Los Angeles, CA",2026-01-05,BARSEN,5,5,21.659,25.99,
current,"Los Angeles, CA",2026-01-05,DBAGHDASARYAN,4,4,28.164,33.8,
current,"Los Angeles, CA",2026-01-05,DDAVID,5,5,26.019,31.22,
current,"Los Angeles, CA",2026-01-05,KHACHATRYANK,5,5,34.536,41.44,
current,"Los Angeles, CA",2026-01-05,KTIGRAN,5,5,33.878,40.65,
current,"Los Angeles, CA",2026-01-05,LMANUKYAN,4,4,58.945,70.73,
current,"Los Angeles, CA",2026-01-05,MAGHAMALYAN,5,5,18.965,22.76,
current,"Los Angeles, CA",2026-01-05,NRIKADZE,7,6,63.886,76.66,
current,"Los Angeles, CA",2026-01-05,RZURNADZHIAN,6,6,79.896,95.87,
current,"Los Angeles, CA",2026-01-05,SKOSTANYAN,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-05,VAARO,7,6,43.202,51.84,
current,"Los Angeles, CA",2026-01-05,VACHIKY,4,3,15.541,18.65,
current,"Los Angeles, CA",2026-01-05,YGEVORG,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-06,43032200,2,2,48.381,58.06,
current,"Los Angeles, CA",2026-01-06,AI100698,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-06,AI102123,6,6,40.333,48.4,
current,"Los Angeles, CA",2026-01-06,AI102299,4,2,19.388,23.27,
current,"Los Angeles, CA",2026-01-06,AI102692,4,4,22.122,26.55,
current,"Los Angeles, CA",2026-01-06,AI102841,3,3,5.335,6.4,
current,"Los Angeles, CA",2026-01-06,AI103104,2,2,4.519,5.42,
current,"Los Angeles, CA",2026-01-06,AI103266,3,3,21.124,25.35,
current,"Los Angeles, CA",2026-01-06,AI103347,3,3,27.327,32.79,
current,"Los Angeles, CA",2026-01-06,AI103364,4,4,25.716,30.86,
current,"Los Angeles, CA",2026-01-06,AI103377,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-06,AI103410,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-06,AI103452,7,7,31.232,37.48,
current,"Los Angeles, CA",2026-01-06,AI103642,4,4,21.568,25.88,
current,"Los Angeles, CA",2026-01-06,AI103741,3,3,16.011,19.21,
current,"Los Angeles, CA",2026-01-06,AI104034,5,5,19.602,23.52,
current,"Los Angeles, CA",2026-01-06,AI104062,2,2,38.433,46.12,
current,"Los Angeles, CA",2026-01-06,AI105028,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-06,AI105047,4,4,15.345,18.41,
current,"Los Angeles, CA",2026-01-06,AI105051,4,4,11.848,14.22,
current,"Los Angeles, CA",2026-01-06,BARSEN,6,5,24.763,29.72,
current,"Los Angeles, CA",2026-01-06,DBAGHDASARYAN,5,5,38.356,46.03,
current,"Los Angeles, CA",2026-01-06,DDAVID,4,4,28.582,34.3,
current,"Los Angeles, CA",2026-01-06,GASPARYANA,6,6,21.143,25.37,
current,"Los Angeles, CA",2026-01-06,KHACHATRYANK,4,4,43.697,52.44,
current,"Los Angeles, CA",2026-01-06,KTIGRAN,3,3,17.544,21.05,
current,"Los Angeles, CA",2026-01-06,LMANUKYAN,2,2,18.313,21.98,
current,"Los Angeles, CA",2026-01-06,MAGHAMALYAN,3,3,7.564,9.08,
current,"Los Angeles, CA",2026-01-06,NKOSTANYAN,6,6,36.546,43.86,
current,"Los Angeles, CA",2026-01-06,NRIKADZE,6,6,26.94,32.33,
current,"Los Angeles, CA",2026-01-06,RZURNADZHIAN,5,5,29.911,35.89,
current,"Los Angeles, CA",2026-01-06,SKOSTANYAN,4,4,22.256,26.71,
current,"Los Angeles, CA",2026-01-06,VAARO,3,2,16.706,20.05,
current,"Los Angeles, CA",2026-01-06,VACHIKY,2,2,30.823,36.99,
current,"Los Angeles, CA",2026-01-06,YGEVORG,3,3,26.902,32.28,
current,"Los Angeles, CA",2026-01-07,AATOYAN,5,5,77.13,92.56,
current,"Los Angeles, CA",2026-01-07,AI005486,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-07,AI102123,4,4,13.281,15.94,
current,"Los Angeles, CA",2026-01-07,AI102299,5,5,21.199,25.44,
current,"Los Angeles, CA",2026-01-07,AI102691,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-07,AI102692,3,3,5.9,7.08,
current,"Los Angeles, CA",2026-01-07,AI102701,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-07,AI102841,4,4,22.852,27.42,
current,"Los Angeles, CA",2026-01-07,AI103104,3,3,6.975,8.37,
current,"Los Angeles, CA",2026-01-07,AI103115,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-07,AI103266,3,3,39.612,47.53,
current,"Los Angeles, CA",2026-01-07,AI103347,2,2,9.675,11.61,
current,"Los Angeles, CA",2026-01-07,AI103364,3,3,28.222,33.87,
current,"Los Angeles, CA",2026-01-07,AI103377,5,5,34.374,41.25,
current,"Los Angeles, CA",2026-01-07,AI103410,5,5,20.075,24.09,
current,"Los Angeles, CA",2026-01-07,AI103452,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-07,AI103568,4,4,15.264,18.32,
current,"Los Angeles, CA",2026-01-07,AI103642,5,5,32.897,39.48,
current,"Los Angeles, CA",2026-01-07,AI103741,3,3,21.592,25.91,
current,"Los Angeles, CA",2026-01-07,AI104034,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-07,AI104062,4,4,20.108,24.13,
current,"Los Angeles, CA",2026-01-07,AI105047,2,2,9.396,11.28,
current,"Los Angeles, CA",2026-01-07,AI105051,2,2,5.388,6.47,
current,"Los Angeles, CA",2026-01-07,AI105087,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-07,ANOVRUZYAN,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-07,BARSEN,4,4,26.253,31.5,
current,"Los Angeles, CA",2026-01-07,DBAGHDASARYAN,6,6,29.024,34.83,
current,"Los Angeles, CA",2026-01-07,DDAVID,5,5,24.14,28.97,
current,"Los Angeles, CA",2026-01-07,GASPARYANA,6,6,44.641,53.57,
current,"Los Angeles, CA",2026-01-07,KHACHATRYANK,3,3,36.228,43.47,
current,"Los Angeles, CA",2026-01-07,LMANUKYAN,2,2,10.415,12.5,
current,"Los Angeles, CA",2026-01-07,MAGHAMALYAN,4,4,6.811,8.17,
current,"Los Angeles, CA",2026-01-07,NKOSTANYAN,5,5,34.499,41.4,
current,"Los Angeles, CA",2026-01-07,NRIKADZE,3,3,11.527,13.83,
current,"Los Angeles, CA",2026-01-07,RZURNADZHIAN,5,5,50.512,60.61,
current,"Los Angeles, CA",2026-01-07,SKOSTANYAN,6,6,39.365,47.24,
current,"Los Angeles, CA",2026-01-07,SVAHANYAN,3,3,35.901,43.08,
current,"Los Angeles, CA",2026-01-07,VAARO,4,4,37.906,45.49,
current,"Los Angeles, CA",2026-01-07,VACHIKY,7,7,66.17,79.4,
current,"Los Angeles, CA",2026-01-07,YGEVORG,2,2,5.498,6.6,
current,"Los Angeles, CA",2026-01-08,43032200,2,2,65.545,78.65,
current,"Los Angeles, CA",2026-01-08,AATOYAN,5,5,41.476,49.77,
current,"Los Angeles, CA",2026-01-08,AI100698,5,4,96.097,115.32,
current,"Los Angeles, CA",2026-01-08,AI102123,3,3,22.352,26.82,
current,"Los Angeles, CA",2026-01-08,AI102299,6,6,36.752,44.1,
current,"Los Angeles, CA",2026-01-08,AI102692,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-08,AI102841,5,5,35.008,42.01,
current,"Los Angeles, CA",2026-01-08,AI103104,2,2,12.249,14.7,
current,"Los Angeles, CA",2026-01-08,AI103266,3,3,28.42,34.1,
current,"Los Angeles, CA",2026-01-08,AI103364,2,2,9.482,11.38,
current,"Los Angeles, CA",2026-01-08,AI103377,5,5,34.865,41.84,
current,"Los Angeles, CA",2026-01-08,AI103410,2,2,7.698,9.24,
current,"Los Angeles, CA",2026-01-08,AI103428,2,2,9.964,11.96,
current,"Los Angeles, CA",2026-01-08,AI103452,3,3,7.931,9.52,
current,"Los Angeles, CA",2026-01-08,AI103642,5,5,16.961,20.35,
current,"Los Angeles, CA",2026-01-08,AI103741,2,2,20.172,24.21,
current,"Los Angeles, CA",2026-01-08,AI104034,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-08,AI104062,2,2,23.966,28.76,
current,"Los Angeles, CA",2026-01-08,AI105028,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-08,AI105047,2,2,4.683,5.62,
current,"Los Angeles, CA",2026-01-08,ANOVRUZYAN,3,3,48.886,58.66,
current,"Los Angeles, CA",2026-01-08,ARAKA07013967,2,2,3.572,4.29,
current,"Los Angeles, CA",2026-01-08,BARSEN,5,5,23.658,28.39,
current,"Los Angeles, CA",2026-01-08,DBAGHDASARYAN,5,5,29.913,35.9,
current,"Los Angeles, CA",2026-01-08,DDAVID,5,4,26.911,32.29,
current,"Los Angeles, CA",2026-01-08,GASPARYANA,3,3,28.853,34.62,
current,"Los Angeles, CA",2026-01-08,KHACHATRYANK,7,7,42.475,50.97,
current,"Los Angeles, CA",2026-01-08,KTIGRAN,4,4,58.149,69.78,
current,"Los Angeles, CA",2026-01-08,LMANUKYAN,3,3,33.42,40.1,
current,"Los Angeles, CA",2026-01-08,MAGHAMALYAN,6,6,38.789,46.55,
current,"Los Angeles, CA",2026-01-08,NKOSTANYAN,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-08,NRIKADZE,3,3,20.083,24.1,
current,"Los Angeles, CA",2026-01-08,RZURNADZHIAN,9,8,39.93,47.92,
current,"Los Angeles, CA",2026-01-08,SKOSTANYAN,7,7,45.084,54.1,
current,"Los Angeles, CA",2026-01-08,VAARO,7,7,41.76,50.11,
current,"Los Angeles, CA",2026-01-08,VACHIKY,3,3,17.09,20.51,
current,"Los Angeles, CA",2026-01-08,YGEVORG,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,AATOYAN,4,4,19.967,23.96,
current,"Los Angeles, CA",2026-01-09,AI100698,2,2,72.524,87.03,
current,"Los Angeles, CA",2026-01-09,AI102123,3,3,16.562,19.87,
current,"Los Angeles, CA",2026-01-09,AI102299,4,4,23.259,27.91,
current,"Los Angeles, CA",2026-01-09,AI102692,2,2,8.556,10.27,
current,"Los Angeles, CA",2026-01-09,AI102701,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,AI102841,3,3,19.941,23.93,
current,"Los Angeles, CA",2026-01-09,AI103104,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,AI103266,3,3,18.026,21.63,
current,"Los Angeles, CA",2026-01-09,AI103347,3,2,6.849,8.22,
current,"Los Angeles, CA",2026-01-09,AI103364,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,AI103377,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,AI103452,4,4,16.284,19.54,
current,"Los Angeles, CA",2026-01-09,AI103568,4,4,36.646,43.98,
current,"Los Angeles, CA",2026-01-09,AI103644,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,AI103741,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,AI104034,5,5,17.898,21.48,
current,"Los Angeles, CA",2026-01-09,AI104062,2,2,11.431,13.72,
current,"Los Angeles, CA",2026-01-09,AI105028,3,3,7.997,9.6,
current,"Los Angeles, CA",2026-01-09,AI105047,2,2,8.428,10.11,
current,"Los Angeles, CA",2026-01-09,AI105051,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,AI105087,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,ANOVRUZYAN,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-09,BARSEN,7,7,30.17,36.2,
current,"Los Angeles, CA",2026-01-09,DBAGHDASARYAN,4,4,19.001,22.8,
current,"Los Angeles, CA",2026-01-09,DDAVID,4,4,20.657,24.79,
current,"Los Angeles, CA",2026-01-09,KHACHATRYANK,6,6,67.594,81.11,
current,"Los Angeles, CA",2026-01-09,KTIGRAN,6,6,35.793,42.95,
current,"Los Angeles, CA",2026-01-09,LMANUKYAN,2,2,35.693,42.83,
current,"Los Angeles, CA",2026-01-09,MAGHAMALYAN,2,2,1.424,1.71,
current,"Los Angeles, CA",2026-01-09,NKOSTANYAN,6,6,39.938,47.93,
current,"Los Angeles, CA",2026-01-09,NRIKADZE,5,5,13.594,16.31,
current,"Los Angeles, CA",2026-01-09,RZURNADZHIAN,5,5,20.218,24.26,
current,"Los Angeles, CA",2026-01-09,SKOSTANYAN,6,6,72.292,86.75,
current,"Los Angeles, CA",2026-01-09,SVAHANYAN,5,5,50.685,60.82,
current,"Los Angeles, CA",2026-01-09,VAARO,4,2,21.388,25.67,
current,"Los Angeles, CA",2026-01-09,VACHIKY,3,3,17.594,21.11,
current,"Los Angeles, CA",2026-01-09,YGEVORG,2,2,0.679,0.81,
current,"Los Angeles, CA",2026-01-10,43032200,2,2,4.112,4.93,
current,"Los Angeles, CA",2026-01-10,AATOYAN,4,4,22.578,27.09,
current,"Los Angeles, CA",2026-01-10,ANOVRUZYAN,3,2,1.559,1.87,
current,"Los Angeles, CA",2026-01-10,ARAKA07013967,2,2,7.719,9.26,
current,"Los Angeles, CA",2026-01-10,BARSEN,4,4,25.419,30.5,
current,"Los Angeles, CA",2026-01-10,GASPARYANA,1,1,0.0,0.0,
current,"Los Angeles, CA",2026-01-10,KHACHATRYANK,4,4,34.174,41.01,
