STRATEGIC_CITY_NAME,candidate_region_count,POSTAL_CODE,region_id,region_seq,AREA_NAME,new_region_name,area_type,service_count,relevant_calls,dms_calls,dms2_calls,asc_calls,dms_share_zip,dms_fit_score,density_raw,dms_avg_distance_km,distance_to_density_center_km,nearest_dms_home_distance_km,nearest_dms_home_code,is_dms_home_anchor,density_center_latitude,density_center_longitude,density_center_postal_code,latitude,longitude
"San Diego, CA",3,92123,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,6,6,5,1,0,0.8333333333333334,0.7285082017474159,2.6046984727551648,25.067033608772213,8.604550508442582,11.488436360828713,AI102943,False,32.75558323227425,-117.065463157355,92115,32.80606695957133,-117.13521861441832
"San Diego, CA",3,92126,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,12,12,11,1,0,0.9166666666666666,0.8683238175172898,7.93714781904011,26.97616644642557,19.482151115276526,15.861764116881488,AI102943,False,32.75558323227425,-117.065463157355,92115,32.91683443127183,-117.14701755223808
"San Diego, CA",3,92139,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,12,12,9,3,0,0.75,0.7711787624193527,9.52208919355009,27.571362939446384,9.014993703916991,5.402278042534843,AI102913,False,32.75558323227425,-117.065463157355,92115,32.675643195106325,-117.0494054022454
"San Diego, CA",3,91901,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,3,3,2,1,0,0.6666666666666666,0.6021658126446701,2.62693097453552,39.38865423739637,28.359617272287966,17.55018128489405,AI103162,False,32.75558323227425,-117.065463157355,92115,32.832268369926,-116.776104010222
"San Diego, CA",3,91906,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,1,1,1,0,0,1.0,0.8437685625747929,4.0,63.4443129007831,52.50787034482619,44.11614070832028,AI103162,False,32.75558323227425,-117.065463157355,92115,32.678656506361,-116.511702071839
"San Diego, CA",3,91962,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,1,1,1,0,0,1.0,0.8442295410438663,4.0,60.23327524631239,51.33840475823445,40.97894454043715,AI103162,False,32.75558323227425,-117.065463157355,92115,32.826706488946,-116.522804441676
"San Diego, CA",3,92009,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,18,18,12,6,0,0.6666666666666666,0.7107335277584808,8.169503959143421,35.71257781239325,41.57363431407785,3.7405950497625784,AI101066,False,32.75558323227425,-117.065463157355,92115,33.096171554204005,-117.24920419716389
"San Diego, CA",3,92011,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,7,7,6,1,0,0.8571428571428571,0.7664306281883921,4.257664028848572,37.77521367332479,44.131801079937546,6.5789053981763965,AI101066,False,32.75558323227425,-117.065463157355,92115,33.103129857523435,-117.29379880781714
"San Diego, CA",3,92019,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,13,13,9,4,0,0.6923076923076923,0.5161943319838056,0.009689847109232324,721.0416857130743,710.1291833683802,696.278360883723,AI103904,False,32.75558323227425,-117.065463157355,92115,28.70493093896892,-111.31846348966539
"San Diego, CA",3,92065,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,12,12,10,2,0,0.8333333333333334,0.7416337444890146,2.567162492079905,40.388642676341284,36.588805140931505,24.529138390663643,AI103462,False,32.75558323227425,-117.065463157355,92115,33.02532982118209,-116.84104742260048
"San Diego, CA",3,92082,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,1,1,1,0,0,1.0,0.8465024395970031,4.0,44.40094612780334,50.24390247310885,7.773954985732162,AI103462,False,32.75558323227425,-117.065463157355,92115,33.204373069954,-117.002842173997
"San Diego, CA",3,92672,san_diego_ca_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,10,10,5,5,0,0.5,0.5232725183575216,4.655916023092512,79.42702636873605,90.50342361468687,33.14791475282489,AI100698,False,32.75558323227425,-117.065463157355,92115,33.4288451902799,-117.61138012163201
