ZIP,GENERAL_MARKET,CITY_STATE,STATE,RSM,ASM,Grouping,Grouping Phase,2024 Avg Demand,Flag
59339,"Rural Area, MT",Lindsay_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59341,"Rural Area, MT",Mildred_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59343,"Rural Area, MT",Olive_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59344,"Rural Area, MT",Plevna_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59345,"Rural Area, MT",Powderville_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59347,"Rural Area, MT",Rosebud_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59349,"Rural Area, MT",Terry_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59351,"Rural Area, MT",Volborg_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59353,"Rural Area, MT",Wibaux_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59354,"Rural Area, MT",Willard_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59410,"Rural Area, MT",Augusta_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59411,"Rural Area, MT",Babb_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59416,"Rural Area, MT",Brady_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59417,"Rural Area, MT",Browning_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59418,"Rural Area, MT",Buffalo_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59419,"Rural Area, MT",Bynum_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59420,"Rural Area, MT",Carter_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59422,"Rural Area, MT",Choteau_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.33,
59424,"Rural Area, MT",Coffee Creek_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59425,"Rural Area, MT",Conrad_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59427,"Rural Area, MT",Cut Bank_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59430,"Rural Area, MT",Denton_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59432,"Rural Area, MT",Dupuyer_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59433,"Rural Area, MT",Dutton_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59434,"Rural Area, MT",East Glacier Park_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59435,"Rural Area, MT",Ethridge_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59436,"Rural Area, MT",Fairfield_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59441,"Rural Area, MT",Forest Grove_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59442,"Rural Area, MT",Fort Benton_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59444,"Rural Area, MT",Galata_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59446,"Rural Area, MT",Geraldine_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59447,"Rural Area, MT",Geyser_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59448,"Rural Area, MT",Heart Butte_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59450,"Rural Area, MT",Highwood_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59451,"Rural Area, MT",Hilger_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59452,"Rural Area, MT",Hobson_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59453,"Rural Area, MT",Judith Gap_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59454,"Rural Area, MT",Kevin_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59456,"Rural Area, MT",Ledger_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59457,"Rural Area, MT",Lewistown_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.83,
59460,"Rural Area, MT",Loma_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59461,"Rural Area, MT",Lothair_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59462,"Rural Area, MT",Moccasin_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59463,"Rural Area, MT",Monarch_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59464,"Rural Area, MT",Moore_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59465,"Rural Area, MT",Neihart_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59466,"Rural Area, MT",Oilmont_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59467,"Rural Area, MT",Pendroy_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59471,"Rural Area, MT",Roy_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59474,"Rural Area, MT",Shelby_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59479,"Rural Area, MT",Stanford_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59482,"Rural Area, MT",Sunburst_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59484,"Rural Area, MT",Sweet Grass_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59486,"Rural Area, MT",Valier_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59489,"Rural Area, MT",Winifred_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59501,"Rural Area, MT",Havre_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59520,"Rural Area, MT",Big Sandy_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59521,"Rural Area, MT",Box Elder_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59522,"Rural Area, MT",Chester_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59523,"Rural Area, MT",Chinook_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59524,"Rural Area, MT",Dodson_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59525,"Rural Area, MT",Gildford_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59526,"Rural Area, MT",Harlem_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59527,"Rural Area, MT",Hays_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59528,"Rural Area, MT",Hingham_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59529,"Rural Area, MT",Hogeland_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59530,"Rural Area, MT",Inverness_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59531,"Rural Area, MT",Joplin_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59532,"Rural Area, MT",Kremlin_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59535,"Rural Area, MT",Lloyd_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59537,"Rural Area, MT",Loring_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59538,"Rural Area, MT",Malta_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59540,"Rural Area, MT",Rudyard_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59542,"Rural Area, MT",Turner_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59544,"Rural Area, MT",Whitewater_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59545,"Rural Area, MT",Whitlash_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59546,"Rural Area, MT",Zortman_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59547,"Rural Area, MT",Zurich_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59639,"Rural Area, MT",Lincoln_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59642,"Rural Area, MT",Ringling_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59643,"Rural Area, MT",Toston_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59645,"Rural Area, MT",White Sulphur Springs_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59648,"Rural Area, MT",Wolf Creek_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59710,"Rural Area, MT",Alder_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59713,"Rural Area, MT",Avon_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59716,"Rural Area, MT",Big Sky_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.83,
59720,"Rural Area, MT",Cameron_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59721,"Rural Area, MT",Cardwell_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59722,"Rural Area, MT",Deer Lodge_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59724,"Rural Area, MT",Dell_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59725,"Rural Area, MT",Dillon_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59727,"Rural Area, MT",Divide_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59729,"Rural Area, MT",Ennis_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.5,
59730,"Rural Area, MT",Gallatin Gateway_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.33,
59731,"Rural Area, MT",Garrison_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59732,"Rural Area, MT",Glen_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59733,"Rural Area, MT",Gold Creek_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59735,"Rural Area, MT",Harrison_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59736,"Rural Area, MT",Jackson_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59739,"Rural Area, MT",Lima_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59740,"Rural Area, MT",Mc Allister_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59743,"Rural Area, MT",Melrose_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59746,"Rural Area, MT",Polaris_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59747,"Rural Area, MT",Pony_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59749,"Rural Area, MT",Sheridan_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59751,"Rural Area, MT",Silver Star_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59754,"Rural Area, MT",Twin Bridges_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59755,"Rural Area, MT",Virginia City_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59758,"Rural Area, MT",West Yellowstone_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59759,"Rural Area, MT",Whitehall_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59761,"Rural Area, MT",Wisdom_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59762,"Rural Area, MT",Wise River_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59773,"Rural Area, MT",Bozeman_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59820,"Rural Area, MT",Alberton_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.42,
59821,"Rural Area, MT",Arlee_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59824,"Rural Area, MT",Charlo_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.25,
59826,"Rural Area, MT",Condon_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59827,"Rural Area, MT",Conner_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59829,"Rural Area, MT",Darby_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.42,
59830,"Rural Area, MT",De Borgia_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59831,"Rural Area, MT",Dixon_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59832,"Rural Area, MT",Drummond_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59837,"Rural Area, MT",Hall_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59842,"Rural Area, MT",Haugan_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59843,"Rural Area, MT",Helmville_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59844,"Rural Area, MT",Heron_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59845,"Rural Area, MT",Hot Springs_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59846,"Rural Area, MT",Huson_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.25,
59847,"Rural Area, MT",Lolo_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,1.17,
59853,"Rural Area, MT",Noxon_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59854,"Rural Area, MT",Ovando_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59855,"Rural Area, MT",Pablo_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59856,"Rural Area, MT",Paradise_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59859,"Rural Area, MT",Plains_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.33,
59863,"Rural Area, MT",Ravalli_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59864,"Rural Area, MT",Ronan_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.67,
59865,"Rural Area, MT",Saint Ignatius_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.25,
59866,"Rural Area, MT",Saint Regis_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59867,"Rural Area, MT",Saltese_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59868,"Rural Area, MT",Seeley Lake_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.33,
59871,"Rural Area, MT",Sula_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59872,"Rural Area, MT",Superior_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.25,
59873,"Rural Area, MT",Thompson Falls_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59874,"Rural Area, MT",Trout Creek_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59903,"Rural Area, MT",Kalispell_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59916,"Rural Area, MT",Essex_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59917,"Rural Area, MT",Eureka_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.17,
59918,"Rural Area, MT",Fortine_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59921,"Rural Area, MT",Lake Mc Donald_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59923,"Rural Area, MT",Libby_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.75,
59925,"Rural Area, MT",Marion_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59928,"Rural Area, MT",Polebridge_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59930,"Rural Area, MT",Rexford_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59933,"Rural Area, MT",Stryker_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59934,"Rural Area, MT",Trego_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
59935,"Rural Area, MT",Troy_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0.08,
59936,"Rural Area, MT",West Glacier_MT,MT,Alberto Millan,Richsan Christensen,C,Phase 3,0,
27007,"Rural Area, NC",Ararat_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.25,
27011,"Rural Area, NC",Boonville_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.25,
27014,"Rural Area, NC",Cooleemee_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27016,"Rural Area, NC",Danbury_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27017,"Rural Area, NC",Dobson_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.67,
27022,"Rural Area, NC",Lawsonville_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27024,"Rural Area, NC",Lowgap_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27025,"Rural Area, NC",Madison_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.42,
27027,"Rural Area, NC",Mayodan_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27030,"Rural Area, NC",Mount Airy_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,2.83,
27031,"Rural Area, NC",Mount Airy_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27041,"Rural Area, NC",Pilot Mountain_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27042,"Rural Area, NC",Pine Hall_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27043,"Rural Area, NC",Pinnacle_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.33,
27046,"Rural Area, NC",Sandy Ridge_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27047,"Rural Area, NC",Siloam_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27049,"Rural Area, NC",Toast_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27050,"Rural Area, NC",Tobaccoville_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27053,"Rural Area, NC",Westfield_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27151,"Rural Area, NC",Winston-salem_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27156,"Rural Area, NC",Winston-salem_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27203,"Rural Area, NC",Asheboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.58,
27204,"Rural Area, NC",Asheboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27205,"Rural Area, NC",Asheboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,3.5,
27207,"Rural Area, NC",Bear Creek_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27208,"Rural Area, NC",Bennett_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27209,"Rural Area, NC",Biscoe_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27212,"Rural Area, NC",Blanch_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27213,"Rural Area, NC",Bonlee_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27220,"Rural Area, NC",Burlington_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27228,"Rural Area, NC",Bynum_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27229,"Rural Area, NC",Candor_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27230,"Rural Area, NC",Cedar Falls_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27231,"Rural Area, NC",Cedar Grove_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.25,
27237,"Rural Area, NC",Cumnock_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27239,"Rural Area, NC",Denton_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.83,
27242,"Rural Area, NC",Eagle Springs_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27247,"Rural Area, NC",Ether_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27248,"Rural Area, NC",Franklinville_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27252,"Rural Area, NC",Goldston_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27256,"Rural Area, NC",Gulf_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27259,"Rural Area, NC",Highfalls_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27281,"Rural Area, NC",Jackson Springs_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.25,
27288,"Rural Area, NC",Eden_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.33,
27289,"Rural Area, NC",Eden_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27291,"Rural Area, NC",Leasburg_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27305,"Rural Area, NC",Milton_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27306,"Rural Area, NC",Mount Gilead_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.25,
27311,"Rural Area, NC",Pelham_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27312,"Rural Area, NC",Pittsboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.5,
27314,"Rural Area, NC",Prospect Hill_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27315,"Rural Area, NC",Providence_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27316,"Rural Area, NC",Ramseur_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27321,"Rural Area, NC",Reidsville_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27322,"Rural Area, NC",Reidsville_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27323,"Rural Area, NC",Reidsville_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27325,"Rural Area, NC",Robbins_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27326,"Rural Area, NC",Ruffin_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27330,"Rural Area, NC",Sanford_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.83,
27331,"Rural Area, NC",Sanford_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27341,"Rural Area, NC",Seagrove_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.25,
27343,"Rural Area, NC",Semora_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27344,"Rural Area, NC",Siler City_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.33,
27351,"Rural Area, NC",Southmont_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27355,"Rural Area, NC",Staley_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27356,"Rural Area, NC",Star_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27371,"Rural Area, NC",Troy_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.25,
27375,"Rural Area, NC",Wentworth_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27379,"Rural Area, NC",Yanceyville_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27395,"Rural Area, NC",Greensboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27480,"Rural Area, NC",Greensboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27503,"Rural Area, NC",Bahama_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27504,"Rural Area, NC",Benson_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,1,
27505,"Rural Area, NC",Broadway_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27506,"Rural Area, NC",Buies Creek_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27507,"Rural Area, NC",Bullock_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27508,"Rural Area, NC",Bunn_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27509,"Rural Area, NC",Butner_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27512,"Rural Area, NC",Cary_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27521,"Rural Area, NC",Coats_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.33,
27524,"Rural Area, NC",Four Oaks_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.5,
27525,"Rural Area, NC",Franklinton_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,1,
27528,"Rural Area, NC",Clayton_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27530,"Rural Area, NC",Goldsboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,2.08,
27531,"Rural Area, NC",Goldsboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27532,"Rural Area, NC",Goldsboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27533,"Rural Area, NC",Goldsboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27534,"Rural Area, NC",Goldsboro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,1.83,
27536,"Rural Area, NC",Henderson_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.42,
27537,"Rural Area, NC",Henderson_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.5,
27541,"Rural Area, NC",Hurdle Mills_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27542,"Rural Area, NC",Kenly_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.25,
27543,"Rural Area, NC",Kipling_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27544,"Rural Area, NC",Kittrell_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27546,"Rural Area, NC",Lillington_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.92,
27549,"Rural Area, NC",Louisburg_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,1.08,
27551,"Rural Area, NC",Macon_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27552,"Rural Area, NC",Mamers_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27553,"Rural Area, NC",Manson_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27555,"Rural Area, NC",Micro_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27556,"Rural Area, NC",Middleburg_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27557,"Rural Area, NC",Middlesex_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.08,
27559,"Rural Area, NC",Moncure_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27563,"Rural Area, NC",Norlina_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27564,"Rural Area, NC",Creedmoor_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27565,"Rural Area, NC",Oxford_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0.17,
27568,"Rural Area, NC",Pine Level_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
27569,"Rural Area, NC",Princeton_NC,NC,Kevin Reed,Joel Moore,C,Phase 3,0,
