size,request_id,ok,status,elapsed_ms,response_bytes,osrm_code,error
600,69,True,200,5685.587199870497,132457,Ok,
600,25,True,200,5730.143599910662,132457,Ok,
600,37,True,200,5722.695099888369,132457,Ok,
600,74,True,200,5690.362100023776,132457,Ok,
600,32,True,200,5736.364200012758,132457,Ok,
600,36,True,200,5736.563300015405,132457,Ok,
600,53,True,200,5721.96470014751,132457,Ok,
600,50,True,200,5728.00110001117,132457,Ok,
600,63,True,200,5721.806399989873,132457,Ok,
600,68,True,200,5721.482400083914,132457,Ok,
600,55,True,200,5734.71220000647,132457,Ok,
600,83,True,200,5711.351600009948,132457,Ok,
600,85,True,200,5711.720300139859,132457,Ok,
600,18,True,200,5775.628600036725,132457,Ok,
600,38,True,200,5761.261099949479,132457,Ok,
600,7,True,200,5788.004499860108,132457,Ok,
600,65,True,200,5739.992199931294,132457,Ok,
600,45,True,200,5759.858299978077,132457,Ok,
600,97,True,200,5668.676199857146,132457,Ok,
600,70,True,200,5746.1934997700155,132457,Ok,
600,58,True,200,5758.292899932712,132457,Ok,
600,28,True,200,5789.71579996869,132457,Ok,
600,20,True,200,5798.372599994764,132457,Ok,
600,43,True,200,5785.996000049636,132457,Ok,
600,48,True,200,5784.870200091973,132457,Ok,
600,49,True,200,5786.444100085646,132457,Ok,
600,77,True,200,5765.876600053161,132457,Ok,
600,40,True,200,5801.875300006941,132457,Ok,
600,42,True,200,5800.808799918741,132457,Ok,
600,15,True,200,5824.505599914119,132457,Ok,
600,92,True,200,5708.1459001637995,132457,Ok,
600,62,True,200,5788.910900009796,132457,Ok,
600,78,True,200,5778.474500169978,132457,Ok,
600,98,True,200,5719.695300096646,132457,Ok,
600,33,True,200,5841.913599986583,132457,Ok,
